,carat,cut,color,clarity,depth,table,x,y,z,color_n,price_predicted
960,0.9,2-Good,7-D,2-SI2,63.8,58.0,6.13,6.09,3.9,6,2880.947711857767
961,1.11,5-Ideal,3-H,3-SI1,61.6,56.0,6.69,6.73,4.07,2,4506.192673412539
962,0.51,5-Ideal,5-F,7-VVS1,61.4,56.0,5.15,5.17,3.17,4,3693.570192635153
963,0.28,2-Good,5-F,6-VVS2,64.9,57.0,4.13,4.16,2.69,4,3693.570192635153
964,0.52,3-Very Good,6-E,4-VS2,62.5,56.0,5.15,5.18,3.23,5,3287.25895224646
965,1.2,5-Ideal,5-F,4-VS2,62.3,56.0,6.82,6.79,4.24,4,3693.570192635153
966,0.29,5-Ideal,5-F,4-VS2,61.6,56.0,4.28,4.32,2.65,4,3693.570192635153
967,1.52,3-Very Good,2-I,4-VS2,63.3,61.0,7.27,7.23,4.59,1,4912.503913801233
968,1.01,2-Good,7-D,3-SI1,63.1,60.0,6.32,6.39,4.01,6,2880.947711857767
969,1.2,5-Ideal,5-F,3-SI1,61.5,53.0,6.87,6.9,4.24,4,3693.570192635153
970,0.5,5-Ideal,5-F,6-VVS2,62.2,54.0,5.07,5.12,3.17,4,3693.570192635153
971,0.35,5-Ideal,6-E,4-VS2,61.6,56.0,4.54,4.52,2.79,5,3287.25895224646
972,0.53,5-Ideal,6-E,4-VS2,61.5,56.0,5.18,5.23,3.2,5,3287.25895224646
973,0.55,5-Ideal,5-F,4-VS2,60.9,57.0,5.3,5.34,3.24,4,3693.570192635153
974,2.07,5-Ideal,1-J,6-VVS2,62.7,54.0,8.17,8.12,5.11,0,5318.815154189925
975,2.01,4-Premium,6-E,2-SI2,58.7,54.0,8.27,8.2,4.83,5,3287.25895224646
976,0.3,3-Very Good,7-D,2-SI2,61.8,58.0,4.29,4.32,2.66,6,2880.947711857767
977,0.74,5-Ideal,4-G,6-VVS2,60.9,58.0,5.85,5.88,3.57,3,4099.881433023846
978,1.02,3-Very Good,4-G,3-SI1,63.0,55.0,6.4,6.45,4.05,3,4099.881433023846
979,2.0,4-Premium,2-I,5-VS1,61.1,58.0,8.08,8.11,4.95,1,4912.503913801233
980,1.51,4-Premium,1-J,6-VVS2,62.6,59.0,7.33,7.31,4.58,0,5318.815154189925
981,0.3,5-Ideal,5-F,3-SI1,60.6,57.0,4.34,4.37,2.64,4,3693.570192635153
982,0.57,5-Ideal,6-E,5-VS1,61.0,56.0,5.38,5.4,3.29,5,3287.25895224646
983,2.15,5-Ideal,2-I,3-SI1,62.5,57.0,8.2,8.16,5.11,1,4912.503913801233
984,0.97,4-Premium,5-F,2-SI2,61.9,58.0,6.31,6.35,3.92,4,3693.570192635153
985,1.2,4-Premium,7-D,2-SI2,62.0,58.0,6.84,6.77,4.22,6,2880.947711857767
986,0.26,5-Ideal,4-G,3-SI1,62.2,54.0,4.11,4.12,2.56,3,4099.881433023846
987,1.51,4-Premium,4-G,4-VS2,62.5,59.0,7.34,7.28,4.57,3,4099.881433023846
988,0.31,5-Ideal,6-E,4-VS2,60.5,56.0,4.41,4.38,2.66,5,3287.25895224646
989,0.79,4-Premium,3-H,2-SI2,62.8,57.0,5.91,5.88,3.7,2,4506.192673412539
990,0.77,4-Premium,4-G,2-SI2,61.2,58.0,5.99,5.96,3.64,3,4099.881433023846
991,0.57,2-Good,5-F,5-VS1,60.0,61.0,5.35,5.38,3.22,4,3693.570192635153
992,0.27,5-Ideal,4-G,6-VVS2,62.8,56.0,4.12,4.16,2.6,3,4099.881433023846
993,0.52,5-Ideal,4-G,6-VVS2,61.0,56.0,5.24,5.18,3.18,3,4099.881433023846
994,0.43,5-Ideal,4-G,8-IF,61.2,57.0,4.81,4.86,2.96,3,4099.881433023846
995,0.6,5-Ideal,4-G,6-VVS2,62.0,57.0,5.41,5.46,3.37,3,4099.881433023846
996,0.36,4-Premium,7-D,2-SI2,61.5,60.0,4.54,4.6,2.81,6,2880.947711857767
997,0.54,5-Ideal,6-E,6-VVS2,62.2,54.0,5.23,5.26,3.26,5,3287.25895224646
998,0.9,2-Good,1-J,2-SI2,63.9,56.0,6.17,6.1,3.92,0,5318.815154189925
999,1.0,4-Premium,4-G,2-SI2,62.9,60.0,6.35,6.3,3.98,3,4099.881433023846
1000,1.03,3-Very Good,4-G,3-SI1,62.6,56.0,6.41,6.44,4.02,3,4099.881433023846
1001,0.53,3-Very Good,5-F,3-SI1,62.5,57.0,5.19,5.24,3.26,4,3693.570192635153
1002,0.4,5-Ideal,4-G,7-VVS1,62.0,55.0,4.74,4.78,2.95,3,4099.881433023846
1003,0.64,4-Premium,3-H,3-SI1,60.0,59.0,5.63,5.57,3.36,2,4506.192673412539
1004,0.35,3-Very Good,3-H,4-VS2,60.1,56.0,4.61,4.64,2.78,2,4506.192673412539
1005,0.9,4-Premium,3-H,2-SI2,59.5,60.0,6.32,6.29,3.75,2,4506.192673412539
1006,1.09,2-Good,3-H,3-SI1,63.2,57.0,6.54,6.57,4.14,2,4506.192673412539
1007,0.73,5-Ideal,2-I,3-SI1,61.7,55.0,5.78,5.82,3.58,1,4912.503913801233
1008,0.9,3-Very Good,5-F,4-VS2,63.1,59.0,6.13,6.05,3.84,4,3693.570192635153
1009,1.06,5-Ideal,2-I,2-SI2,61.9,59.0,6.47,6.52,4.02,1,4912.503913801233
1010,0.7,4-Premium,5-F,4-VS2,60.6,58.0,5.8,5.72,3.49,4,3693.570192635153
1011,1.01,3-Very Good,3-H,3-SI1,61.8,61.0,6.4,6.47,3.98,2,4506.192673412539
1012,0.96,4-Premium,4-G,2-SI2,59.3,58.0,6.49,6.43,3.83,3,4099.881433023846
1013,0.49,3-Very Good,3-H,6-VVS2,62.3,57.0,5.02,5.05,3.14,2,4506.192673412539
1014,1.06,5-Ideal,2-I,7-VVS1,60.2,57.0,6.62,6.66,4.0,1,4912.503913801233
1015,0.54,2-Good,7-D,3-SI1,63.7,57.0,5.22,5.14,3.3,6,2880.947711857767
1016,0.52,3-Very Good,6-E,2-SI2,62.6,58.0,5.11,5.14,3.21,5,3287.25895224646
1017,0.41,5-Ideal,6-E,5-VS1,62.1,56.0,4.78,4.75,2.96,5,3287.25895224646
1018,0.5,2-Good,6-E,6-VVS2,61.6,62.0,5.04,5.09,3.12,5,3287.25895224646
1019,1.06,5-Ideal,2-I,2-SI2,62.7,58.0,6.48,6.5,4.07,1,4912.503913801233
1020,0.44,5-Ideal,6-E,3-SI1,61.1,56.0,4.92,4.9,3.0,5,3287.25895224646
1021,0.73,5-Ideal,5-F,5-VS1,62.6,56.0,5.73,5.71,3.58,4,3693.570192635153
1022,0.56,5-Ideal,7-D,4-VS2,61.9,57.0,5.26,5.3,3.27,6,2880.947711857767
1023,0.42,3-Very Good,7-D,2-SI2,63.1,56.0,4.8,4.74,3.01,6,2880.947711857767
1024,0.81,3-Very Good,5-F,6-VVS2,63.1,56.0,5.99,5.9,3.75,4,3693.570192635153
1025,0.72,5-Ideal,2-I,4-VS2,61.8,56.0,5.72,5.77,3.56,1,4912.503913801233
1026,0.41,5-Ideal,7-D,4-VS2,62.4,55.0,4.76,4.79,2.98,6,2880.947711857767
1027,1.01,3-Very Good,2-I,3-SI1,63.3,59.0,6.26,6.22,3.95,1,4912.503913801233
1028,1.13,5-Ideal,6-E,1-I1,62.0,55.0,6.66,6.7,4.14,5,3287.25895224646
1029,1.53,4-Premium,5-F,4-VS2,58.5,60.0,7.62,7.56,4.44,4,3693.570192635153
1030,0.72,5-Ideal,3-H,7-VVS1,62.5,57.0,5.7,5.73,3.57,2,4506.192673412539
1031,0.7,3-Very Good,6-E,2-SI2,59.5,56.0,5.79,5.81,3.45,5,3287.25895224646
1032,1.09,3-Very Good,4-G,4-VS2,60.9,56.0,6.67,6.7,4.07,3,4099.881433023846
1033,1.22,3-Very Good,2-I,5-VS1,61.6,60.0,6.86,6.8,4.21,1,4912.503913801233
1034,0.31,5-Ideal,7-D,5-VS1,60.5,55.0,4.43,4.39,2.67,6,2880.947711857767
1035,0.42,5-Ideal,4-G,8-IF,62.7,56.0,4.76,4.77,2.99,3,4099.881433023846
1036,0.3,4-Premium,5-F,4-VS2,60.7,58.0,4.35,4.32,2.63,4,3693.570192635153
1037,1.31,4-Premium,1-J,3-SI1,60.7,58.0,7.11,7.06,4.3,0,5318.815154189925
1038,1.01,2-Good,5-F,2-SI2,64.3,59.0,6.33,6.26,4.05,4,3693.570192635153
1039,1.26,4-Premium,3-H,2-SI2,61.3,57.0,6.96,6.87,4.24,2,4506.192673412539
1040,2.23,4-Premium,1-J,2-SI2,60.5,61.0,8.47,8.4,5.1,0,5318.815154189925
1041,0.72,2-Good,5-F,3-SI1,60.4,61.0,5.75,5.8,3.49,4,3693.570192635153
1042,1.0,1-Fair,5-F,4-VS2,64.7,59.0,6.22,6.15,4.0,4,3693.570192635153
1043,0.53,2-Good,2-I,5-VS1,64.3,55.0,5.17,5.13,3.31,1,4912.503913801233
1044,2.01,3-Very Good,4-G,3-SI1,63.1,59.0,8.03,7.98,5.05,3,4099.881433023846
1045,0.32,5-Ideal,7-D,6-VVS2,61.3,55.8,4.43,4.44,2.71,6,2880.947711857767
1046,1.04,5-Ideal,3-H,3-SI1,62.7,54.0,6.51,6.47,4.07,2,4506.192673412539
1047,1.22,5-Ideal,4-G,8-IF,61.7,56.0,6.87,6.91,4.25,3,4099.881433023846
1048,1.0,2-Good,3-H,3-SI1,63.7,60.0,6.33,6.3,4.02,2,4506.192673412539
1049,0.31,5-Ideal,7-D,8-IF,61.1,56.0,4.39,4.42,2.69,6,2880.947711857767
1050,2.01,4-Premium,3-H,4-VS2,62.8,58.0,7.99,7.9,4.99,2,4506.192673412539
1051,0.36,5-Ideal,5-F,5-VS1,61.3,54.0,4.63,4.65,2.84,4,3693.570192635153
1052,0.39,3-Very Good,2-I,6-VVS2,62.7,58.0,4.65,4.67,2.92,1,4912.503913801233
1053,0.33,4-Premium,4-G,5-VS1,61.6,58.0,4.44,4.39,2.72,3,4099.881433023846
1054,0.32,4-Premium,2-I,8-IF,60.3,58.0,4.45,4.41,2.67,1,4912.503913801233
1055,0.4,5-Ideal,5-F,2-SI2,62.1,54.0,4.75,4.78,2.96,4,3693.570192635153
1056,1.0,3-Very Good,7-D,3-SI1,62.1,61.0,6.3,6.32,3.92,6,2880.947711857767
1057,0.33,1-Fair,3-H,6-VVS2,65.1,59.0,4.4,4.32,2.84,2,4506.192673412539
1058,1.5,5-Ideal,4-G,5-VS1,61.3,56.0,7.41,7.37,4.53,3,4099.881433023846
1059,0.81,3-Very Good,2-I,5-VS1,63.2,59.0,5.9,5.84,3.71,1,4912.503913801233
1060,0.32,3-Very Good,4-G,7-VVS1,60.9,57.0,4.41,4.44,2.69,3,4099.881433023846
1061,1.11,3-Very Good,3-H,5-VS1,63.2,57.0,6.61,6.53,4.15,2,4506.192673412539
1062,0.5,5-Ideal,3-H,4-VS2,60.8,56.0,5.17,5.19,3.14,2,4506.192673412539
1063,0.33,2-Good,2-I,5-VS1,63.1,56.0,4.38,4.4,2.77,1,4912.503913801233
1064,0.27,1-Fair,6-E,5-VS1,66.4,58.0,3.99,4.02,2.66,5,3287.25895224646
1065,1.7,5-Ideal,3-H,1-I1,61.3,55.0,7.7,7.63,4.7,2,4506.192673412539
1066,0.4,3-Very Good,6-E,3-SI1,60.8,62.0,4.72,4.76,2.88,5,3287.25895224646
1067,1.51,2-Good,6-E,2-SI2,63.1,58.0,7.28,7.31,4.6,5,3287.25895224646
1068,0.3,3-Very Good,6-E,4-VS2,61.9,61.0,4.28,4.32,2.66,5,3287.25895224646
1069,0.64,3-Very Good,7-D,3-SI1,63.7,54.0,5.47,5.52,3.5,6,2880.947711857767
1070,0.9,2-Good,5-F,3-SI1,62.8,64.0,6.18,5.99,3.82,4,3693.570192635153
1071,1.0,3-Very Good,3-H,2-SI2,60.2,61.0,6.44,6.48,3.89,2,4506.192673412539
1072,1.01,5-Ideal,7-D,4-VS2,59.8,56.0,6.49,6.52,3.89,6,2880.947711857767
1073,0.41,3-Very Good,6-E,3-SI1,62.9,57.0,4.72,4.76,2.98,5,3287.25895224646
1074,1.0,1-Fair,5-F,4-VS2,68.4,58.0,5.97,6.1,4.13,4,3693.570192635153
1075,0.31,3-Very Good,4-G,3-SI1,61.5,59.0,4.34,4.38,2.68,3,4099.881433023846
1076,1.03,3-Very Good,7-D,2-SI2,61.8,60.0,6.42,6.45,3.98,6,2880.947711857767
1077,1.03,4-Premium,3-H,3-SI1,61.9,58.0,6.49,6.43,4.0,2,4506.192673412539
1078,0.91,4-Premium,4-G,6-VVS2,61.8,58.0,6.24,6.16,3.83,3,4099.881433023846
1079,0.31,3-Very Good,6-E,7-VVS1,60.0,56.0,4.45,4.49,2.68,5,3287.25895224646
1080,0.8,3-Very Good,6-E,3-SI1,62.9,60.0,5.87,5.89,3.7,5,3287.25895224646
1081,1.02,3-Very Good,7-D,3-SI1,62.7,60.0,6.34,6.39,3.99,6,2880.947711857767
1082,1.0,5-Ideal,4-G,5-VS1,62.5,54.0,6.41,6.45,4.02,3,4099.881433023846
1083,0.34,4-Premium,7-D,3-SI1,62.8,58.0,4.48,4.44,2.8,6,2880.947711857767
1084,1.0,5-Ideal,4-G,4-VS2,62.3,54.0,6.42,6.38,3.99,3,4099.881433023846
1085,0.73,5-Ideal,4-G,4-VS2,61.7,56.0,5.79,5.81,3.58,3,4099.881433023846
1086,0.34,2-Good,6-E,3-SI1,63.3,57.0,4.44,4.47,2.82,5,3287.25895224646
1087,1.0,4-Premium,1-J,3-SI1,62.8,59.0,6.37,6.27,3.97,0,5318.815154189925
1088,0.54,5-Ideal,4-G,5-VS1,61.8,55.3,5.22,5.24,3.23,3,4099.881433023846
1089,1.02,3-Very Good,5-F,2-SI2,60.9,58.0,6.43,6.55,3.95,4,3693.570192635153
1090,0.8,3-Very Good,4-G,6-VVS2,62.5,56.0,5.95,5.98,3.73,3,4099.881433023846
1091,0.31,3-Very Good,3-H,3-SI1,61.0,61.0,4.33,4.39,2.66,2,4506.192673412539
1092,2.0,4-Premium,7-D,2-SI2,61.6,59.0,8.2,8.09,5.02,6,2880.947711857767
1093,1.5,4-Premium,1-J,6-VVS2,61.5,60.0,7.31,7.27,4.48,0,5318.815154189925
1094,1.22,4-Premium,2-I,2-SI2,62.5,58.0,6.8,6.76,4.24,1,4912.503913801233
1095,0.72,3-Very Good,2-I,4-VS2,61.8,60.0,5.72,5.76,3.55,1,4912.503913801233
1096,0.3,2-Good,4-G,2-SI2,63.3,57.0,4.25,4.28,2.7,3,4099.881433023846
1097,0.54,2-Good,6-E,4-VS2,60.2,61.0,5.27,5.32,3.19,5,3287.25895224646
1098,1.02,4-Premium,5-F,3-SI1,62.3,58.0,6.38,6.46,4.0,4,3693.570192635153
1099,1.01,3-Very Good,5-F,4-VS2,63.1,60.0,6.39,6.29,4.0,4,3693.570192635153
1100,0.3,5-Ideal,4-G,8-IF,60.9,56.0,4.34,4.36,2.65,3,4099.881433023846
1101,1.19,4-Premium,2-I,2-SI2,61.6,56.0,6.87,6.83,4.22,1,4912.503913801233
1102,1.51,2-Good,2-I,2-SI2,63.6,60.0,7.23,7.27,4.61,1,4912.503913801233
1103,1.02,2-Good,4-G,1-I1,57.4,59.0,6.64,6.6,3.8,3,4099.881433023846
1104,3.22,5-Ideal,2-I,1-I1,62.6,55.0,9.49,9.42,5.92,1,4912.503913801233
1105,0.41,5-Ideal,6-E,3-SI1,62.9,57.0,4.76,4.72,2.98,5,3287.25895224646
1106,0.52,3-Very Good,7-D,2-SI2,62.4,59.0,5.05,5.15,3.18,6,2880.947711857767
1107,1.52,4-Premium,7-D,3-SI1,60.8,61.0,7.39,7.26,4.45,6,2880.947711857767
1108,0.36,5-Ideal,3-H,7-VVS1,62.0,54.0,4.59,4.61,2.85,2,4506.192673412539
1109,0.51,4-Premium,7-D,3-SI1,62.7,59.0,5.08,5.06,3.18,6,2880.947711857767
1110,0.53,4-Premium,1-J,4-VS2,62.7,56.0,5.18,5.15,3.24,0,5318.815154189925
1111,1.01,2-Good,5-F,2-SI2,61.3,62.0,6.44,6.48,3.96,4,3693.570192635153
1112,0.7,2-Good,5-F,1-I1,63.9,60.0,5.65,5.52,3.58,4,3693.570192635153
1113,0.34,5-Ideal,3-H,4-VS2,61.2,55.0,4.49,4.53,2.76,2,4506.192673412539
1114,1.04,4-Premium,4-G,4-VS2,62.2,58.0,6.49,6.4,4.01,3,4099.881433023846
1115,0.39,4-Premium,6-E,4-VS2,60.1,61.0,4.76,4.72,2.85,5,3287.25895224646
1116,1.01,4-Premium,5-F,5-VS1,61.7,58.0,6.4,6.43,3.96,4,3693.570192635153
1117,0.3,3-Very Good,5-F,7-VVS1,62.6,56.0,4.27,4.29,2.68,4,3693.570192635153
1118,1.71,5-Ideal,4-G,5-VS1,63.0,56.0,7.65,7.58,4.8,3,4099.881433023846
1119,1.1,4-Premium,3-H,4-VS2,61.4,58.0,6.68,6.62,4.08,2,4506.192673412539
1120,1.15,5-Ideal,3-H,2-SI2,62.6,55.0,6.74,6.65,4.19,2,4506.192673412539
1121,0.32,5-Ideal,3-H,5-VS1,61.8,55.0,4.41,4.42,2.73,2,4506.192673412539
1122,2.01,4-Premium,4-G,2-SI2,59.9,62.0,8.15,8.04,4.85,3,4099.881433023846
1123,0.24,3-Very Good,4-G,7-VVS1,61.7,56.0,3.98,4.02,2.46,3,4099.881433023846
1124,0.41,3-Very Good,6-E,2-SI2,62.9,58.0,4.74,4.77,2.99,5,3287.25895224646
1125,0.28,3-Very Good,7-D,7-VVS1,60.6,58.0,4.23,4.25,2.57,6,2880.947711857767
1126,0.31,4-Premium,7-D,3-SI1,60.9,60.0,4.38,4.39,2.67,6,2880.947711857767
1127,0.45,2-Good,5-F,4-VS2,56.8,62.0,5.1,5.14,2.91,4,3693.570192635153
1128,0.44,3-Very Good,6-E,5-VS1,60.7,58.0,4.88,4.91,2.97,5,3287.25895224646
1129,0.37,5-Ideal,5-F,7-VVS1,61.3,56.0,4.65,4.68,2.86,4,3693.570192635153
1130,0.9,4-Premium,4-G,4-VS2,62.4,61.0,6.17,6.13,3.84,3,4099.881433023846
1131,0.53,5-Ideal,5-F,2-SI2,62.2,53.0,5.19,5.22,3.24,4,3693.570192635153
1132,0.54,4-Premium,2-I,8-IF,58.8,61.0,5.35,5.29,3.13,1,4912.503913801233
1133,1.0,3-Very Good,6-E,4-VS2,59.0,58.0,6.49,6.53,3.84,5,3287.25895224646
1134,0.32,5-Ideal,5-F,8-IF,61.3,57.0,4.42,4.46,2.72,4,3693.570192635153
1135,1.23,4-Premium,3-H,2-SI2,61.2,57.0,6.89,6.86,4.21,2,4506.192673412539
1136,1.02,3-Very Good,6-E,2-SI2,62.8,55.0,6.4,6.43,4.03,5,3287.25895224646
1137,0.56,4-Premium,6-E,6-VVS2,59.2,56.0,5.49,5.39,3.22,5,3287.25895224646
1138,0.43,5-Ideal,3-H,8-IF,62.2,55.0,4.87,4.84,3.02,2,4506.192673412539
1139,0.52,5-Ideal,4-G,5-VS1,62.1,54.0,5.14,5.17,3.2,3,4099.881433023846
1140,0.38,3-Very Good,4-G,3-SI1,61.8,53.7,4.67,4.69,2.9,3,4099.881433023846
1141,0.9,3-Very Good,2-I,7-VVS1,63.4,57.0,6.09,6.12,3.87,1,4912.503913801233
1142,1.72,4-Premium,3-H,3-SI1,62.0,57.0,7.67,7.63,4.74,2,4506.192673412539
1143,0.31,3-Very Good,3-H,3-SI1,61.7,59.0,4.36,4.39,2.7,2,4506.192673412539
1144,2.02,4-Premium,5-F,2-SI2,61.0,59.0,8.2,8.13,4.98,4,3693.570192635153
1145,0.56,5-Ideal,6-E,6-VVS2,61.0,56.0,5.32,5.36,3.26,5,3287.25895224646
1146,0.42,5-Ideal,4-G,8-IF,62.0,57.0,4.82,4.8,2.98,3,4099.881433023846
1147,0.34,3-Very Good,2-I,3-SI1,61.3,61.0,4.45,4.49,2.74,1,4912.503913801233
1148,0.43,5-Ideal,4-G,5-VS1,62.3,56.0,4.82,4.85,3.01,3,4099.881433023846
1149,1.51,1-Fair,1-J,3-SI1,63.4,60.0,7.31,7.18,4.59,0,5318.815154189925
1150,0.32,3-Very Good,4-G,4-VS2,60.2,57.0,4.42,4.45,2.67,3,4099.881433023846
1151,1.24,4-Premium,4-G,5-VS1,62.0,55.0,6.95,6.89,4.29,3,4099.881433023846
1152,0.31,5-Ideal,6-E,5-VS1,61.4,56.0,4.38,4.35,2.68,5,3287.25895224646
1153,1.32,5-Ideal,4-G,6-VVS2,62.3,57.0,6.96,7.04,4.36,3,4099.881433023846
1154,1.02,5-Ideal,3-H,2-SI2,61.6,55.0,6.49,6.43,3.98,2,4506.192673412539
1155,0.7,3-Very Good,1-J,4-VS2,61.1,61.0,5.64,5.69,3.46,0,5318.815154189925
1156,1.0,4-Premium,5-F,5-VS1,62.7,55.0,6.39,6.34,3.99,4,3693.570192635153
1157,0.41,5-Ideal,4-G,4-VS2,61.4,59.0,4.78,4.76,2.93,3,4099.881433023846
1158,0.52,4-Premium,4-G,3-SI1,59.7,60.0,5.22,5.2,3.11,3,4099.881433023846
1159,0.51,3-Very Good,7-D,4-VS2,60.5,60.0,5.16,5.19,3.13,6,2880.947711857767
1160,0.3,4-Premium,7-D,3-SI1,61.7,59.0,4.28,4.31,2.65,6,2880.947711857767
1161,0.39,2-Good,7-D,6-VVS2,58.1,60.0,4.82,4.85,2.81,6,2880.947711857767
1162,0.38,4-Premium,4-G,8-IF,62.5,60.0,4.64,4.61,2.89,3,4099.881433023846
1163,1.01,4-Premium,5-F,2-SI2,58.3,58.0,6.56,6.55,3.82,4,3693.570192635153
1164,1.36,5-Ideal,4-G,3-SI1,60.9,56.0,7.15,7.16,4.36,3,4099.881433023846
1165,1.21,5-Ideal,2-I,3-SI1,60.6,55.0,6.92,6.87,4.18,1,4912.503913801233
1166,0.3,3-Very Good,5-F,8-IF,62.1,57.0,4.26,4.3,2.66,4,3693.570192635153
1167,0.41,4-Premium,7-D,7-VVS1,62.2,58.0,4.77,4.71,2.95,6,2880.947711857767
1168,2.03,4-Premium,1-J,5-VS1,59.3,60.0,8.36,8.28,4.93,0,5318.815154189925
1169,0.36,5-Ideal,7-D,3-SI1,62.5,56.0,4.55,4.57,2.85,6,2880.947711857767
1170,0.4,4-Premium,7-D,3-SI1,61.4,56.0,4.83,4.72,2.93,6,2880.947711857767
1171,2.11,4-Premium,7-D,2-SI2,60.9,60.0,8.28,8.21,5.02,6,2880.947711857767
1172,1.06,5-Ideal,3-H,3-SI1,63.0,55.0,6.49,6.44,4.08,2,4506.192673412539
1173,0.33,2-Good,2-I,5-VS1,63.2,57.0,4.37,4.4,2.77,1,4912.503913801233
1174,0.72,4-Premium,6-E,8-IF,61.3,60.0,5.74,5.71,3.51,5,3287.25895224646
1175,1.51,2-Good,1-J,3-SI1,62.4,64.0,7.31,7.23,4.54,0,5318.815154189925
1176,1.0,4-Premium,4-G,4-VS2,62.9,56.0,6.42,6.27,3.99,3,4099.881433023846
1177,1.02,5-Ideal,5-F,3-SI1,62.8,55.0,6.43,6.4,4.03,4,3693.570192635153
1178,0.43,5-Ideal,6-E,2-SI2,62.1,56.0,4.85,4.84,3.01,5,3287.25895224646
1179,1.0,1-Fair,4-G,1-I1,66.4,59.0,6.16,6.09,4.07,3,4099.881433023846
1180,1.7,4-Premium,2-I,3-SI1,58.6,59.0,7.79,7.75,4.55,1,4912.503913801233
1181,0.72,5-Ideal,7-D,2-SI2,61.1,58.0,5.76,5.79,3.53,6,2880.947711857767
1182,1.22,4-Premium,4-G,3-SI1,63.0,57.0,6.84,6.74,4.28,3,4099.881433023846
1183,1.06,2-Good,5-F,5-VS1,58.5,57.0,6.68,6.73,3.92,4,3693.570192635153
1184,1.11,5-Ideal,3-H,3-SI1,60.2,54.0,6.82,6.7,4.07,2,4506.192673412539
1185,1.01,4-Premium,3-H,2-SI2,61.9,59.0,6.42,6.37,3.96,2,4506.192673412539
1186,1.06,4-Premium,4-G,7-VVS1,61.1,58.0,6.53,6.57,4.0,3,4099.881433023846
1187,1.54,4-Premium,6-E,2-SI2,59.0,62.0,7.59,7.56,4.47,5,3287.25895224646
1188,0.56,3-Very Good,6-E,3-SI1,58.5,59.0,5.42,5.45,3.18,5,3287.25895224646
1189,0.25,2-Good,5-F,5-VS1,63.6,57.0,4.01,4.04,2.56,4,3693.570192635153
1190,0.9,5-Ideal,7-D,3-SI1,61.6,56.0,6.19,6.21,3.82,6,2880.947711857767
1191,0.56,1-Fair,6-E,2-SI2,64.5,61.0,5.18,5.14,3.33,5,3287.25895224646
1192,0.31,5-Ideal,5-F,8-IF,60.8,56.0,4.43,4.45,2.7,4,3693.570192635153
1193,0.39,3-Very Good,7-D,4-VS2,60.2,59.0,4.74,4.76,2.86,6,2880.947711857767
1194,1.01,4-Premium,5-F,5-VS1,59.4,60.0,6.5,6.46,3.85,4,3693.570192635153
1195,2.02,5-Ideal,2-I,3-SI1,62.4,56.0,8.07,8.11,5.05,1,4912.503913801233
1196,1.03,5-Ideal,7-D,2-SI2,61.2,57.0,6.51,6.59,4.01,6,2880.947711857767
1197,1.57,4-Premium,3-H,5-VS1,61.7,58.0,7.47,7.56,4.64,2,4506.192673412539
1198,0.31,3-Very Good,7-D,8-IF,62.0,56.0,4.33,4.35,2.69,6,2880.947711857767
1199,0.5,4-Premium,7-D,3-SI1,61.1,59.0,5.08,5.04,3.09,6,2880.947711857767
1200,0.3,5-Ideal,6-E,4-VS2,62.4,57.0,4.29,4.24,2.66,5,3287.25895224646
1201,1.22,3-Very Good,7-D,2-SI2,62.2,58.0,6.85,6.91,4.28,6,2880.947711857767
1202,0.27,3-Very Good,5-F,6-VVS2,61.9,58.0,4.17,4.2,2.59,4,3693.570192635153
1203,0.41,5-Ideal,6-E,7-VVS1,61.9,55.0,4.79,4.78,2.96,5,3287.25895224646
1204,1.24,4-Premium,5-F,3-SI1,61.6,59.0,6.9,6.86,4.24,4,3693.570192635153
1205,0.41,3-Very Good,2-I,7-VVS1,62.0,56.0,4.75,4.77,2.95,1,4912.503913801233
1206,0.4,5-Ideal,4-G,2-SI2,62.5,53.0,4.75,4.79,2.98,3,4099.881433023846
1207,1.01,5-Ideal,5-F,3-SI1,62.0,57.0,6.38,6.42,3.97,4,3693.570192635153
1208,1.5,4-Premium,2-I,5-VS1,62.7,59.0,7.25,7.3,4.56,1,4912.503913801233
1209,0.56,5-Ideal,7-D,2-SI2,61.3,56.0,5.3,5.33,3.26,6,2880.947711857767
1210,0.36,5-Ideal,2-I,5-VS1,62.1,57.0,4.54,4.58,2.83,1,4912.503913801233
1211,1.51,4-Premium,2-I,4-VS2,59.9,60.0,7.42,7.36,4.43,1,4912.503913801233
1212,1.3,3-Very Good,2-I,5-VS1,62.1,59.0,6.97,7.01,4.34,1,4912.503913801233
1213,0.32,5-Ideal,4-G,7-VVS1,61.7,56.0,4.41,4.37,2.71,3,4099.881433023846
1214,0.26,3-Very Good,6-E,3-SI1,62.0,54.0,4.08,4.11,2.54,5,3287.25895224646
1215,1.51,3-Very Good,6-E,2-SI2,61.8,57.0,7.34,7.32,4.53,5,3287.25895224646
1216,0.33,4-Premium,6-E,7-VVS1,60.1,58.0,4.51,4.47,2.7,5,3287.25895224646
1217,1.34,5-Ideal,4-G,5-VS1,62.7,57.0,7.04,7.1,4.43,3,4099.881433023846
1218,1.01,2-Good,6-E,3-SI1,63.2,59.0,6.25,6.28,3.96,5,3287.25895224646
1219,1.0,4-Premium,4-G,4-VS2,60.0,59.0,6.54,6.46,3.9,3,4099.881433023846
1220,1.42,5-Ideal,5-F,7-VVS1,60.8,56.0,7.25,7.32,4.43,4,3693.570192635153
